studentid	mdate	mark	type	subjectid
87	2010.10.23	4	topic test	14
158	2010.10.24	2	topic test	19
176	2010.10.24	1	topic test	19
117	2010.10.24	3	topic test	19
180	2010.10.24	3	topic test	19
164	2010.10.24	3	topic test	19
159	2010.10.24	1	topic test	19
210	2010.10.24	1	topic test	19
185	2010.10.24	4	topic test	19
107	2010.10.24	3	topic test	19
134	2010.10.24	1	topic test	19
121	2010.10.24	4	topic test	19
113	2010.10.24	3	topic test	19
208	2010.10.24	3	topic test	19
190	2010.10.24	3	topic test	19
184	2010.10.24	4	topic test	19
196	2010.10.24	1	topic test	19
199	2010.10.24	4	topic test	19
162	2010.10.24	3	topic test	19
166	2010.10.24	4	topic test	19
173	2010.10.24	3	topic test	19
195	2010.10.24	2	topic test	19
160	2010.10.24	1	topic test	19
111	2010.10.24	2	topic test	19
174	2010.10.24	4	topic test	19
131	2010.10.24	4	topic test	19
132	2010.10.24	4	topic test	19
172	2010.10.24	4	topic test	19
344	2010.10.24	3	topic test	19
408	2010.10.24	5	oral assessment	13
408	2010.10.24	5	oral assessment	13
387	2010.10.24	5	oral assessment	13
411	2010.10.24	5	oral assessment	13
425	2010.10.24	5	oral assessment	13
270	2010.10.24	3	oral assessment	13
293	2010.10.24	3	quiz	13
318	2010.10.24	4	quiz	13
256	2010.10.24	4	quiz	13
256	2010.10.24	4	oral assessment	13
314	2010.10.24	3	quiz	13
258	2010.10.24	5	quiz	13
311	2010.10.24	4	quiz	13
260	2010.10.24	5	quiz	13
260	2010.10.24	5	oral assessment	13
261	2010.10.24	5	quiz	13
116	2010.10.24	5	quiz	13
116	2010.10.24	5	oral assessment	13
117	2010.10.24	5	quiz	13
117	2010.10.24	5	oral assessment	13
121	2010.10.24	5	quiz	13
121	2010.10.24	5	oral assessment	13
167	2010.10.24	5	quiz	13
168	2010.10.24	3	quiz	13
123	2010.10.24	4	quiz	13
124	2010.10.24	5	quiz	13
124	2010.10.24	5	oral assessment	13
200	2010.10.24	4	quiz	13
200	2010.10.24	4	oral assessment	13
201	2010.10.24	5	quiz	13
158	2010.10.24	3	topic test	3
116	2010.10.24	5	topic test	3
176	2010.10.24	4	topic test	3
117	2010.10.24	4	topic test	3
180	2010.10.24	4	topic test	3
164	2010.10.24	3	topic test	3
159	2010.10.24	3	topic test	3
210	2010.10.24	1	topic test	3
185	2010.10.24	4	topic test	3
107	2010.10.24	5	topic test	3
134	2010.10.24	1	topic test	3
121	2010.10.24	5	topic test	3
113	2010.10.24	3	topic test	3
208	2010.10.24	4	topic test	3
190	2010.10.24	4	topic test	3
184	2010.10.24	4	topic test	3
196	2010.10.24	2	topic test	3
162	2010.10.24	4	topic test	3
166	2010.10.24	5	topic test	3
173	2010.10.24	4	topic test	3
195	2010.10.24	3	topic test	3
160	2010.10.24	3	topic test	3
163	2010.10.24	4	topic test	3
111	2010.10.24	4	topic test	3
174	2010.10.24	5	topic test	3
132	2010.10.24	5	topic test	3
106	2010.10.24	2	topic test	3
172	2010.10.24	5	topic test	3
424	2010.10.24	3	topic test	5
360	2010.10.24	5	topic test	5
365	2010.10.24	5	topic test	5
334	2010.10.24	3	topic test	5
398	2010.10.24	3	topic test	5
366	2010.10.24	4	topic test	5
363	2010.10.24	5	topic test	5
344	2010.10.24	3	topic test	5
397	2010.10.24	5	topic test	5
367	2010.10.24	2	topic test	5
324	2010.10.24	4	topic test	5
390	2010.10.24	3	topic test	5
364	2010.10.24	3	topic test	5
362	2010.10.24	4	topic test	5
368	2010.10.24	4	topic test	5
356	2010.10.24	3	topic test	5
400	2010.10.24	3	topic test	5
417	2010.10.24	3	topic test	5
327	2010.10.24	3	topic test	5
358	2010.10.24	4	topic test	5
349	2010.10.24	4	topic test	5
393	2010.10.24	4	topic test	5
379	2010.10.24	5	topic test	5
336	2010.10.24	4	topic test	5
341	2010.10.24	4	topic test	5
404	2010.10.24	4	topic test	5
408	2010.10.24	4	topic test	5
373	2010.10.24	4	topic test	5
387	2010.10.24	4	topic test	5
411	2010.10.24	2	topic test	5
416	2010.10.24	3	topic test	5
342	2010.10.24	3	topic test	5
359	2010.10.24	5	topic test	5
346	2010.10.24	3	topic test	5
331	2010.10.24	4	topic test	5
419	2010.10.24	4	topic test	5
417	2010.10.24	3	quiz	5
327	2010.10.24	4	quiz	5
358	2010.10.24	5	quiz	5
349	2010.10.24	4	quiz	5
379	2010.10.24	3	quiz	5
336	2010.10.24	5	quiz	5
341	2010.10.24	5	quiz	5
404	2010.10.24	4	quiz	5
408	2010.10.24	2	quiz	5
373	2010.10.24	3	quiz	5
387	2010.10.24	5	quiz	5
411	2010.10.24	2	quiz	5
416	2010.10.24	4	quiz	5
342	2010.10.24	4	quiz	5
359	2010.10.24	4	quiz	5
346	2010.10.24	5	quiz	5
331	2010.10.24	5	quiz	5
114	2010.10.24	4	quiz	5
104	2010.10.24	5	quiz	5
178	2010.10.24	5	quiz	5
146	2010.10.24	5	quiz	5
205	2010.10.24	4	quiz	5
108	2010.10.24	4	quiz	5
153	2010.10.24	1	quiz	5
138	2010.10.24	4	quiz	5
426	2010.10.24	5	quiz	5
119	2010.10.24	5	quiz	5
120	2010.10.24	5	quiz	5
147	2010.10.24	1	quiz	5
137	2010.10.24	5	quiz	5
175	2010.10.24	5	quiz	5
192	2010.10.24	3	quiz	5
154	2010.10.24	4	quiz	5
148	2010.10.24	5	quiz	5
179	2010.10.24	5	quiz	5
168	2010.10.24	2	quiz	5
144	2010.10.24	4	quiz	5
136	2010.10.24	5	quiz	5
156	2010.10.24	4	quiz	5
123	2010.10.24	1	quiz	5
143	2010.10.24	5	quiz	5
202	2010.10.24	4	quiz	5
96	2010.10.24	1	quiz	5
151	2010.10.24	2	quiz	5
142	2010.10.24	5	quiz	5
126	2010.10.24	4	quiz	5
200	2010.10.24	5	quiz	5
206	2010.10.24	5	quiz	5
426	2010.10.24	5	quiz	4
119	2010.10.24	4	quiz	4
120	2010.10.24	4	quiz	4
202	2010.10.24	4	quiz	4
200	2010.10.24	3	quiz	4
201	2010.10.24	4	quiz	4
206	2010.10.24	2	quiz	4
221	2010.10.24	5	topic test	14
254	2010.10.24	5	topic test	14
255	2010.10.24	5	topic test	14
305	2010.10.24	5	topic test	14
237	2010.10.24	4	topic test	14
213	2010.10.24	3	topic test	14
306	2010.10.24	3	topic test	14
213	2010.10.24	4	topic test	14
306	2010.10.24	4	topic test	14
316	2010.10.25	4	topic test	19
289	2010.10.25	3	topic test	19
307	2010.10.25	4	topic test	19
278	2010.10.25	4	topic test	19
277	2010.10.25	5	topic test	19
290	2010.10.25	4	topic test	19
281	2010.10.25	3	topic test	19
222	2010.10.25	4	topic test	19
280	2010.10.25	4	topic test	19
308	2010.10.25	2	topic test	19
270	2010.10.25	4	topic test	19
264	2010.10.25	5	topic test	19
219	2010.10.25	3	topic test	19
313	2010.10.25	4	topic test	19
224	2010.10.25	3	topic test	19
303	2010.10.25	4	topic test	19
309	2010.10.25	3	topic test	19
229	2010.10.25	4	topic test	19
226	2010.10.25	2	topic test	19
227	2010.10.25	3	topic test	19
312	2010.10.25	2	topic test	19
285	2010.10.25	5	topic test	19
275	2010.10.25	4	topic test	19
318	2010.10.25	4	topic test	19
256	2010.10.25	4	topic test	19
271	2010.10.25	4	topic test	19
272	2010.10.25	4	topic test	19
299	2010.10.25	2	topic test	19
267	2010.10.25	4	topic test	19
268	2010.10.25	3	topic test	19
282	2010.10.25	4	topic test	19
240	2010.10.25	3	topic test	19
69	2010.10.25	3	quiz	10
69	2010.10.25	4	quiz	10
8	2010.10.25	4	quiz	10
9	2010.10.25	4	quiz	10
10	2010.10.25	3	quiz	10
52	2010.10.25	5	quiz	10
51	2010.10.25	4	quiz	10
59	2010.10.25	1	quiz	10
12	2010.10.25	3	quiz	10
2	2010.10.25	1	quiz	10
56	2010.10.25	4	quiz	10
49	2010.10.25	5	quiz	10
28	2010.10.25	4	quiz	10
17	2010.10.25	5	quiz	10
37	2010.10.25	5	quiz	10
88	2010.10.25	5	quiz	10
19	2010.10.25	4	quiz	10
21	2010.10.25	3	quiz	10
66	2010.10.25	4	quiz	10
50	2010.10.25	4	quiz	10
23	2010.10.25	5	quiz	10
40	2010.10.25	3	quiz	10
60	2010.10.25	4	quiz	10
64	2010.10.25	4	quiz	10
4	2010.10.25	4	quiz	10
10	2010.10.25	4	quiz	10
12	2010.10.25	4	quiz	10
28	2010.10.25	5	quiz	10
28	2010.10.25	5	oral assessment	10
37	2010.10.25	5	oral assessment	10
381	2010.10.25	3	oral assessment	6
391	2010.10.25	4	oral assessment	6
325	2010.10.25	4	oral assessment	6
376	2010.10.25	5	oral assessment	6
153	2010.10.25	3	topic test	14
148	2010.10.25	4	topic test	14
139	2010.10.25	4	topic test	14
157	2010.10.25	3	topic test	14
206	2010.10.25	4	topic test	14
154	2010.10.25	4	topic test	14
156	2010.10.25	4	topic test	14
104	2010.10.25	4	topic test	14
146	2010.10.25	5	topic test	14
126	2010.10.25	3	topic test	14
144	2010.10.25	5	topic test	14
151	2010.10.25	3	topic test	14
147	2010.10.25	3	topic test	14
232	2010.10.25	5	topic test	14
284	2010.10.25	5	topic test	14
234	2010.10.25	5	topic test	14
239	2010.10.25	4	topic test	14
243	2010.10.25	5	topic test	14
303	2010.10.25	5	topic test	14
250	2010.10.25	5	topic test	14
296	2010.10.25	4	topic test	14
285	2010.10.25	5	topic test	14
230	2010.10.25	5	oral assessment	7
239	2010.10.25	5	oral assessment	7
317	2010.10.25	4	oral assessment	7
244	2010.10.25	4	oral assessment	7
298	2010.10.25	5	lesson work	5
345	2010.10.25	5	lesson work	5
396	2010.10.25	5	lesson work	5
417	2010.10.25	5	oral assessment	10
327	2010.10.25	4	oral assessment	10
358	2010.10.25	4	oral assessment	10
349	2010.10.25	5	oral assessment	10
393	2010.10.25	4	oral assessment	10
379	2010.10.25	5	oral assessment	10
341	2010.10.25	5	oral assessment	10
408	2010.10.25	4	oral assessment	10
387	2010.10.25	5	oral assessment	10
416	2010.10.25	5	oral assessment	10
342	2010.10.25	4	oral assessment	10
359	2010.10.25	5	oral assessment	10
346	2010.10.25	5	oral assessment	10
382	2010.10.25	5	oral assessment	10
375	2010.10.25	4	oral assessment	10
399	2010.10.25	5	oral assessment	10
332	2010.10.25	5	oral assessment	10
421	2010.10.25	5	oral assessment	10
326	2010.10.25	5	oral assessment	10
355	2010.10.25	5	oral assessment	10
377	2010.10.25	5	oral assessment	10
407	2010.10.25	5	oral assessment	10
348	2010.10.25	5	oral assessment	10
321	2010.10.25	5	oral assessment	10
392	2010.10.25	5	oral assessment	10
105	2010.10.25	4	topic test	6
115	2010.10.25	3	topic test	6
198	2010.10.25	3	topic test	6
141	2010.10.25	3	topic test	6
187	2010.10.25	5	topic test	6
177	2010.10.25	3	topic test	6
118	2010.10.25	5	topic test	6
127	2010.10.25	4	topic test	6
204	2010.10.25	2	topic test	6
203	2010.10.25	3	topic test	6
194	2010.10.25	5	topic test	6
145	2010.10.25	5	topic test	6
186	2010.10.25	2	topic test	6
130	2010.10.25	1	topic test	6
183	2010.10.25	4	topic test	6
207	2010.10.25	3	topic test	6
98	2010.10.25	3	topic test	6
211	2010.10.25	4	topic test	6
133	2010.10.25	2	topic test	6
122	2010.10.25	5	topic test	6
171	2010.10.25	4	topic test	6
18	2010.10.25	5	topic test	6
188	2010.10.25	4	topic test	6
129	2010.10.25	3	topic test	6
161	2010.10.25	3	topic test	6
197	2010.10.25	3	topic test	6
169	2010.10.25	4	topic test	6
182	2010.10.25	4	topic test	6
165	2010.10.25	5	topic test	6
103	2010.10.25	2	topic test	6
112	2010.10.25	1	topic test	6
170	2010.10.25	4	topic test	6
150	2010.10.25	5	topic test	6
125	2010.10.25	2	topic test	6
110	2010.10.25	2	topic test	6
189	2010.10.25	3	topic test	6
109	2010.10.25	2	topic test	6
105	2010.10.25	3	topic test	6
145	2010.10.25	5	topic test	6
155	2010.10.25	4	topic test	6
169	2010.10.25	1	topic test	6
165	2010.10.25	2	topic test	6
402	2010.10.25	4	quiz	13
329	2010.10.25	5	quiz	13
338	2010.10.25	4	quiz	13
388	2010.10.25	1	quiz	13
398	2010.10.25	4	quiz	13
398	2010.10.25	5	quiz	13
335	2010.10.25	3	quiz	13
397	2010.10.25	5	quiz	13
362	2010.10.25	4	quiz	13
158	2010.10.25	4	oral assessment	5
116	2010.10.25	5	oral assessment	5
176	2010.10.25	4	oral assessment	5
117	2010.10.25	4	oral assessment	5
180	2010.10.25	5	oral assessment	5
164	2010.10.25	5	oral assessment	5
159	2010.10.25	3	oral assessment	5
210	2010.10.25	2	oral assessment	5
185	2010.10.25	5	oral assessment	5
107	2010.10.25	5	oral assessment	5
134	2010.10.25	3	oral assessment	5
121	2010.10.25	5	oral assessment	5
113	2010.10.25	4	oral assessment	5
208	2010.10.25	3	oral assessment	5
190	2010.10.25	4	oral assessment	5
184	2010.10.25	5	oral assessment	5
196	2010.10.25	1	oral assessment	5
162	2010.10.25	4	oral assessment	5
166	2010.10.25	5	oral assessment	5
173	2010.10.25	5	oral assessment	5
195	2010.10.25	2	oral assessment	5
160	2010.10.25	3	oral assessment	5
163	2010.10.25	3	oral assessment	5
111	2010.10.25	5	oral assessment	5
174	2010.10.25	4	oral assessment	5
132	2010.10.25	5	oral assessment	5
106	2010.10.25	5	oral assessment	5
172	2010.10.25	5	oral assessment	5
278	2010.10.25	4	oral assessment	5
280	2010.10.25	4	oral assessment	5
264	2010.10.25	4	oral assessment	5
316	2010.10.25	4	oral assessment	5
289	2010.10.25	3	oral assessment	5
307	2010.10.25	5	oral assessment	5
278	2010.10.25	5	oral assessment	5
277	2010.10.25	5	oral assessment	5
290	2010.10.25	5	oral assessment	5
281	2010.10.25	4	oral assessment	5
280	2010.10.25	5	oral assessment	5
308	2010.10.25	5	oral assessment	5
270	2010.10.25	5	oral assessment	5
264	2010.10.25	4	oral assessment	5
219	2010.10.25	5	oral assessment	5
313	2010.10.25	5	oral assessment	5
224	2010.10.25	5	oral assessment	5
303	2010.10.25	5	oral assessment	5
309	2010.10.25	3	oral assessment	5
217	2010.10.25	1	oral assessment	19
249	2010.10.25	3	quiz	4
218	2010.10.25	1	quiz	4
221	2010.10.25	5	quiz	4
251	2010.10.25	5	quiz	4
291	2010.10.25	4	quiz	4
223	2010.10.25	1	quiz	4
225	2010.10.25	5	quiz	4
254	2010.10.25	5	quiz	4
255	2010.10.25	5	quiz	4
293	2010.10.25	1	quiz	4
305	2010.10.25	5	quiz	4
248	2010.10.25	5	quiz	4
279	2010.10.25	5	quiz	4
236	2010.10.25	4	quiz	4
245	2010.10.25	3	quiz	4
257	2010.10.25	5	quiz	4
311	2010.10.25	4	quiz	4
215	2010.10.25	4	quiz	4
259	2010.10.25	1	quiz	4
213	2010.10.25	5	quiz	4
260	2010.10.25	4	quiz	4
261	2010.10.25	5	quiz	4
241	2010.10.25	5	quiz	4
220	2010.10.25	5	quiz	4
242	2010.10.25	2	quiz	4
214	2010.10.25	5	quiz	4
256	2010.10.25	5	oral assessment	4
319	2010.10.25	5	quiz	4
262	2010.10.25	5	quiz	4
233	2010.10.25	5	quiz	4
234	2010.10.25	5	quiz	4
250	2010.10.25	5	quiz	4
235	2010.10.25	4	quiz	4
216	2010.10.25	4	quiz	4
263	2010.10.25	5	quiz	4
295	2010.10.25	5	quiz	4
283	2010.10.25	5	quiz	4
252	2010.10.25	5	quiz	4
253	2010.10.25	3	quiz	4
304	2010.10.25	2	quiz	4
231	2010.10.25	5	quiz	4
265	2010.10.25	5	quiz	4
286	2010.10.25	5	quiz	4
273	2010.10.25	5	quiz	4
230	2010.10.25	5	quiz	4
310	2010.10.25	4	quiz	4
276	2010.10.25	4	quiz	4
247	2010.10.25	5	quiz	4
238	2010.10.25	5	quiz	4
239	2010.10.25	4	quiz	4
296	2010.10.25	5	quiz	4
284	2010.10.25	4	quiz	4
232	2010.10.25	5	quiz	4
266	2010.10.25	3	quiz	4
246	2010.10.25	5	quiz	4
300	2010.10.25	3	quiz	4
287	2010.10.25	4	quiz	4
244	2010.10.25	5	quiz	4
181	2010.10.25	4	quiz	4
302	2010.10.25	5	quiz	4
243	2010.10.25	5	quiz	4
294	2010.10.25	3	quiz	4
197	2010.10.25	5	oral assessment	4
125	2010.10.25	5	oral assessment	4
46	2010.10.25	5	oral assessment	4
26	2010.10.25	5	oral assessment	4
326	2010.10.25	5	lesson work	17
382	2010.10.25	5	topic test	17
336	2010.10.26	5	oral assessment	14
342	2010.10.26	5	oral assessment	14
331	2010.10.26	4	oral assessment	14
339	2010.10.26	3	oral assessment	6
354	2010.10.26	5	oral assessment	6
409	2010.10.26	3	oral assessment	6
365	2010.10.26	3	oral assessment	6
370	2010.10.26	2	oral assessment	6
193	2010.10.26	4	topic test	6
140	2010.10.26	5	quiz	12
128	2010.10.26	5	quiz	12
155	2010.10.26	5	quiz	12
209	2010.10.26	5	quiz	12
156	2010.10.26	5	quiz	12
114	2010.10.26	5	lesson work	3
192	2010.10.26	5	lesson work	3
154	2010.10.26	5	lesson work	3
202	2010.10.26	5	lesson work	3
206	2010.10.26	5	lesson work	3
114	2010.10.26	5	topic test	3
178	2010.10.26	5	topic test	3
139	2010.10.26	4	topic test	3
138	2010.10.26	2	topic test	3
120	2010.10.26	3	topic test	3
147	2010.10.26	3	topic test	3
192	2010.10.26	3	topic test	3
154	2010.10.26	5	topic test	3
148	2010.10.26	4	topic test	3
144	2010.10.26	4	topic test	3
123	2010.10.26	3	topic test	3
202	2010.10.26	2	topic test	3
151	2010.10.26	2	topic test	3
200	2010.10.26	4	topic test	3
206	2010.10.26	3	topic test	3
201	2010.10.26	3	topic test	3
114	2010.10.26	1	oral assessment	19
178	2010.10.26	4	oral assessment	19
139	2010.10.26	5	oral assessment	19
138	2010.10.26	3	oral assessment	19
120	2010.10.26	3	oral assessment	19
147	2010.10.26	1	oral assessment	19
192	2010.10.26	1	oral assessment	19
154	2010.10.26	2	oral assessment	19
148	2010.10.26	4	oral assessment	19
144	2010.10.26	4	oral assessment	19
123	2010.10.26	3	oral assessment	19
202	2010.10.26	3	oral assessment	19
151	2010.10.26	2	oral assessment	19
200	2010.10.26	1	oral assessment	19
206	2010.10.26	3	oral assessment	19
201	2010.10.26	3	oral assessment	19
29	2010.10.26	5	oral assessment	12
30	2010.10.26	5	oral assessment	12
55	2010.10.26	5	oral assessment	12
45	2010.10.26	5	oral assessment	12
41	2010.10.26	4	topic test	14
53	2010.10.26	4	topic test	14
81	2010.10.26	5	topic test	14
38	2010.10.26	4	topic test	14
67	2010.10.26	4	topic test	14
68	2010.10.26	3	topic test	14
417	2010.10.26	3	quiz	11
327	2010.10.26	5	quiz	11
358	2010.10.26	4	quiz	11
349	2010.10.26	5	quiz	11
393	2010.10.26	5	quiz	11
379	2010.10.26	5	quiz	11
336	2010.10.26	3	quiz	11
341	2010.10.26	5	quiz	11
404	2010.10.26	5	quiz	11
408	2010.10.26	4	quiz	11
373	2010.10.26	5	quiz	11
387	2010.10.26	4	quiz	11
411	2010.10.26	2	quiz	11
416	2010.10.26	5	quiz	11
342	2010.10.26	5	quiz	11
359	2010.10.26	4	quiz	11
346	2010.10.26	4	quiz	11
331	2010.10.26	3	quiz	11
419	2010.10.26	5	quiz	11
382	2010.10.26	5	quiz	11
375	2010.10.26	4	quiz	11
399	2010.10.26	4	quiz	11
332	2010.10.26	5	quiz	11
425	2010.10.26	2	quiz	11
403	2010.10.26	4	quiz	11
421	2010.10.26	3	quiz	11
405	2010.10.26	4	quiz	11
343	2010.10.26	5	quiz	11
326	2010.10.26	5	quiz	11
369	2010.10.26	5	quiz	11
355	2010.10.26	4	quiz	11
377	2010.10.26	4	quiz	11
407	2010.10.26	5	quiz	11
330	2010.10.26	5	quiz	11
348	2010.10.26	5	quiz	11
321	2010.10.26	5	quiz	11
392	2010.10.26	5	quiz	11
278	2010.10.26	4	oral assessment	14
277	2010.10.26	4	oral assessment	14
281	2010.10.26	5	oral assessment	14
280	2010.10.26	4	oral assessment	14
219	2010.10.26	3	oral assessment	14
313	2010.10.26	5	oral assessment	14
224	2010.10.26	1	oral assessment	14
226	2010.10.26	2	oral assessment	14
227	2010.10.26	4	oral assessment	14
217	2010.10.26	3	oral assessment	14
312	2010.10.26	1	oral assessment	14
275	2010.10.26	5	oral assessment	14
282	2010.10.26	4	oral assessment	14
338	2010.10.26	5	lesson work	13
397	2010.10.26	5	lesson work	13
184	2010.10.26	5	oral assessment	3
48	2010.10.26	3	topic test	11
97	2010.10.26	2	topic test	11
34	2010.10.26	4	topic test	11
20	2010.10.26	5	topic test	11
45	2010.10.26	4	topic test	11
350	2010.10.26	4	quiz	5
380	2010.10.26	3	quiz	5
413	2010.10.26	1	quiz	5
376	2010.10.26	5	quiz	5
361	2010.10.26	3	quiz	5
394	2010.10.26	4	quiz	5
322	2010.10.26	5	quiz	5
340	2010.10.26	5	quiz	5
320	2010.10.26	5	quiz	5
420	2010.10.26	4	quiz	5
389	2010.10.26	5	quiz	5
385	2010.10.26	4	quiz	5
372	2010.10.26	4	quiz	5
414	2010.10.26	3	quiz	5
323	2010.10.26	5	quiz	5
350	2010.10.26	5	quiz	5
376	2010.10.26	5	quiz	5
394	2010.10.26	5	quiz	5
420	2010.10.26	5	quiz	5
385	2010.10.26	5	quiz	5
323	2010.10.26	5	quiz	5
394	2010.10.26	5	oral assessment	5
418	2010.10.26	5	quiz	5
335	2010.10.26	5	quiz	5
378	2010.10.26	5	quiz	5
333	2010.10.26	1	lesson work	14
422	2010.10.26	1	lesson work	14
25	2010.10.27	5	topic test	14
158	2010.10.27	5	topic test	11
116	2010.10.27	5	topic test	11
176	2010.10.27	3	topic test	11
117	2010.10.27	3	topic test	11
180	2010.10.27	5	topic test	11
164	2010.10.27	4	topic test	11
159	2010.10.27	2	topic test	11
210	2010.10.27	2	topic test	11
185	2010.10.27	5	topic test	11
107	2010.10.27	4	topic test	11
134	2010.10.27	3	topic test	11
121	2010.10.27	5	topic test	11
113	2010.10.27	5	topic test	11
208	2010.10.27	4	topic test	11
190	2010.10.27	3	topic test	11
184	2010.10.27	5	topic test	11
209	2010.10.27	5	topic test	11
196	2010.10.27	2	topic test	11
199	2010.10.27	5	topic test	11
162	2010.10.27	3	topic test	11
166	2010.10.27	5	topic test	11
149	2010.10.27	4	topic test	11
173	2010.10.27	4	topic test	11
195	2010.10.27	2	topic test	11
160	2010.10.27	2	topic test	11
163	2010.10.27	4	topic test	11
111	2010.10.27	5	topic test	11
174	2010.10.27	4	topic test	11
131	2010.10.27	5	topic test	11
132	2010.10.27	5	topic test	11
106	2010.10.27	5	topic test	11
172	2010.10.27	5	topic test	11
249	2010.10.27	3	oral assessment	12
218	2010.10.27	4	oral assessment	12
223	2010.10.27	3	oral assessment	12
225	2010.10.27	5	oral assessment	12
255	2010.10.27	4	oral assessment	12
305	2010.10.27	4	oral assessment	12
248	2010.10.27	4	oral assessment	12
236	2010.10.27	3	oral assessment	12
245	2010.10.27	4	oral assessment	12
314	2010.10.27	3	oral assessment	12
258	2010.10.27	4	oral assessment	12
315	2010.10.27	2	oral assessment	12
259	2010.10.27	2	oral assessment	12
213	2010.10.27	5	oral assessment	12
306	2010.10.27	4	oral assessment	12
242	2010.10.27	2	oral assessment	12
248	2010.10.27	5	oral assessment	12
258	2010.10.27	5	oral assessment	12
315	2010.10.27	1	oral assessment	6
279	2010.10.27	5	oral assessment	6
298	2010.10.27	5	lesson work	6
262	2010.10.27	5	topic test	12
216	2010.10.27	5	topic test	12
263	2010.10.27	4	topic test	12
253	2010.10.27	4	topic test	12
288	2010.10.27	4	topic test	12
265	2010.10.27	4	topic test	12
238	2010.10.27	5	topic test	12
215	2010.10.27	1	topic test	12
244	2010.10.27	1	topic test	12
181	2010.10.27	5	topic test	12
349	2010.10.27	3	quiz	12
393	2010.10.27	3	quiz	12
379	2010.10.27	3	quiz	12
336	2010.10.27	4	quiz	12
341	2010.10.27	4	quiz	12
404	2010.10.27	4	quiz	12
419	2010.10.27	3	quiz	12
343	2010.10.27	4	quiz	12
369	2010.10.27	4	quiz	12
407	2010.10.27	3	quiz	12
321	2010.10.27	4	quiz	12
313	2010.10.27	5	oral assessment	3
299	2010.10.27	4	oral assessment	3
281	2010.10.27	5	oral assessment	3
421	2010.10.27	5	oral assessment	3
375	2010.10.27	3	oral assessment	3
404	2010.10.27	4	oral assessment	3
373	2010.10.27	5	oral assessment	3
104	2010.10.27	4	topic test	12
140	2010.10.27	5	topic test	12
116	2010.10.27	5	topic test	12
146	2010.10.27	5	topic test	12
205	2010.10.27	4	topic test	12
128	2010.10.27	5	topic test	12
175	2010.10.27	5	topic test	12
148	2010.10.27	5	topic test	12
209	2010.10.27	4	topic test	12
156	2010.10.27	4	topic test	12
151	2010.10.27	4	topic test	12
132	2010.10.27	5	topic test	12
106	2010.10.27	4	topic test	12
121	2010.10.27	5	oral assessment	3
390	2010.10.27	5	oral assessment	3
360	2010.10.27	5	quiz	3
319	2010.10.27	5	quiz	5
262	2010.10.27	4	quiz	5
233	2010.10.27	5	quiz	5
234	2010.10.27	3	quiz	5
250	2010.10.27	4	quiz	5
235	2010.10.27	3	quiz	5
216	2010.10.27	3	quiz	5
263	2010.10.27	4	quiz	5
295	2010.10.27	4	quiz	5
283	2010.10.27	5	quiz	5
252	2010.10.27	2	quiz	5
253	2010.10.27	3	quiz	5
288	2010.10.27	4	quiz	5
304	2010.10.27	1	quiz	5
231	2010.10.27	5	quiz	5
265	2010.10.27	5	quiz	5
286	2010.10.27	4	quiz	5
273	2010.10.27	4	quiz	5
230	2010.10.27	2	quiz	5
39	2010.10.27	5	topic test	3
44	2010.10.27	3	topic test	3
74	2010.10.27	4	topic test	3
34	2010.10.27	5	topic test	3
29	2010.10.27	4	topic test	3
20	2010.10.27	3	topic test	3
3	2010.10.27	5	topic test	3
30	2010.10.27	5	topic test	3
27	2010.10.27	4	topic test	3
91	2010.10.27	4	topic test	3
36	2010.10.27	5	topic test	3
27	2010.10.27	5	topic test	3
39	2010.10.27	4	topic test	19
44	2010.10.27	3	topic test	19
74	2010.10.27	5	topic test	19
34	2010.10.27	5	topic test	19
29	2010.10.27	5	topic test	19
20	2010.10.27	4	topic test	19
3	2010.10.27	4	topic test	19
30	2010.10.27	4	topic test	19
27	2010.10.27	4	topic test	19
91	2010.10.27	3	topic test	19
36	2010.10.27	4	topic test	19
3	2010.10.27	5	topic test	19
